PC1,CODIGO_CLIENTE
1.095315946,30650905
1.095315946,12898636
1.095315946,12929254
1.095315946,6699151
1.095315946,43179342
1.095315946,14999219
-0.990049675,895425
-0.990049675,16430545
-0.990049675,27349077
-0.990049675,99489130
-0.990049675,63145850
-0.990049675,92443283
1.095315946,38651636
1.095315946,56744118
5.437685231,33575145
0.230415029,79918131
1.095315946,9266373
1.095315946,73552553
1.095315946,45183751
-0.990049675,77973458
1.095315946,17689957
1.095315946,32810692
1.095315946,61322412
1.095315946,58424641
1.095315946,33440645
-0.990049675,97138057
-0.990049675,7482366
-0.990049675,95930704
-0.990049675,14876627
-0.990049675,20182043
-0.990049675,37329860
-0.990049675,76542917
5.508139685,32477333
-0.990049675,9912626
-0.990049675,63356208
-0.990049675,78514039
-0.990049675,99195949
1.095315946,98891905
1.095315946,48779115
-0.990049675,45700025
1.095315946,11286796
1.095315946,72805791
1.095315946,29215806
-0.990049675,29198548
1.095315946,37134094
1.095315946,6107348
1.095315946,48983779
1.095315946,69840803
-0.990049675,3683808
-0.990049675,89711990
1.095315946,63885360
1.095315946,94490608
1.095315946,42058422
1.095315946,3933699
-0.990049675,97119135
-0.990049675,94020288
-0.990049675,5016958
-0.990049675,1881667
-0.990049675,5411199
-0.990049675,25023551
-0.990049675,11891077
-0.990049675,59661509
1.095315946,94067759
-0.990049675,28486909
5.508139685,75314975
-0.990049675,35300452
1.095315946,16093816
-0.990049675,81839406
1.095315946,99490987
-0.990049675,11841146
-0.990049675,86857690
-0.990049675,94423158
-0.990049675,78973306
-0.990049675,34982929
-0.990049675,71224777
-0.990049675,14947128
1.095315946,85406311
5.437685231,8106121
-0.990049675,57252405
-0.990049675,22760349
-0.990049675,81052557
-0.990049675,14647276
-0.990049675,36364079
1.095315946,14655495
5.508139685,3534897
0.230415029,20555331
-0.990049675,86355083
1.095315946,87942053
-0.990049675,20989682
-0.990049675,21614764
5.508139685,47819207
-0.990049675,26257807
-0.990049675,20571928
5.508139685,17128871
-0.990049675,72045532
5.508139685,80465082
-0.990049675,62903740
-0.990049675,81315376
-0.990049675,14357289
-0.990049675,92487820
-0.990049675,56708920
0.230415029,23236857
-0.990049675,90591898
-0.990049675,90672694
-0.990049675,63932756
-0.990049675,65326161
-0.990049675,19562078
-0.990049675,22898011
-0.990049675,77213675
1.095315946,81948158
-0.990049675,29131714
5.508139685,22465698
-0.990049675,15487161
5.508139685,21977519
-0.990049675,33684765
1.095315946,22956318
-0.990049675,72804646
-0.990049675,90767820
-0.990049675,13063771
-0.990049675,8964843
-0.990049675,77708418
1.095315946,18595592
1.095315946,3177074
-0.990049675,46935755
1.095315946,99713473
-0.990049675,27100686
-0.990049675,590396
-0.990049675,64520355
-0.990049675,34692688
-0.990049675,46377626
-0.990049675,70705073
-0.990049675,27304388
1.095315946,871833
-0.990049675,80578584
-0.990049675,73608845
1.095315946,4801647
-0.990049675,43973844
-0.990049675,89136360
-0.990049675,35667232
1.095315946,81766047
-0.990049675,88454029
-0.990049675,12365815
-0.990049675,17376759
-0.990049675,73727880
-0.990049675,72027865
-0.990049675,61005370
-0.990049675,63248878
-0.990049675,90533273
-0.990049675,89932537
-0.990049675,10010168
-0.990049675,5943958
1.095315946,21104400
1.095315946,28202224
-0.990049675,33962293
-0.990049675,60146991
-0.990049675,58191014
-0.990049675,85871609
-0.990049675,44742497
-0.990049675,59301553
5.437685231,46088775
-0.990049675,87130957
1.095315946,86767042
-0.990049675,22058214
1.095315946,82382037
1.095315946,39553451
1.095315946,1198830
-0.990049675,84196730
0.230415029,7170868
1.095315946,43170793
5.437685231,57870616
-0.990049675,30334442
-0.990049675,19082663
-0.990049675,16869850
1.095315946,28619212
-0.990049675,829384
-0.990049675,48167742
-0.990049675,13197579
5.508139685,11667233
-0.990049675,11720359
1.095315946,13748743
-0.990049675,71654302
-0.990049675,82051368
1.095315946,84375882
-0.990049675,13094144
1.095315946,75054318
1.095315946,95175975
-0.990049675,1612489
1.095315946,51710199
1.095315946,68881195
1.095315946,94711441
-0.990049675,8641580
1.095315946,57463018
1.095315946,69123495
1.095315946,75948994
1.095315946,21776402
1.095315946,29278236
5.437685231,3496132
-0.990049675,65950376
-0.990049675,15355176
-0.990049675,54538974
-0.990049675,66996578
5.508139685,76118882
-0.990049675,62675500
-0.990049675,73694074
-0.990049675,97538216
-0.990049675,89239591
-0.990049675,73598861
-0.990049675,1937966
1.095315946,92901284
-0.990049675,41422548
-0.990049675,15415540
-0.990049675,91356276
1.095315946,83441112
-0.990049675,89337635
-0.990049675,25410455
-0.990049675,763762
5.508139685,96318236
1.095315946,13133216
-0.990049675,19384540
-0.990049675,1608681
-0.990049675,70830026
-0.990049675,62321876
1.095315946,9474867
1.095315946,38239476
1.095315946,42400975
-0.990049675,27950887
-0.990049675,41527244
-0.990049675,17678273
-0.990049675,61517677
-0.990049675,83998058
-0.990049675,24297378
-0.990049675,80071784
1.095315946,58875276
-0.990049675,18530930
-0.990049675,34969263
-0.990049675,2084879
-0.990049675,6707390
5.508139685,82725
-0.990049675,11140907
1.095315946,43494733
-0.990049675,52088869
1.095315946,51201598
1.095315946,73876132
-0.990049675,6970324
-0.990049675,77862550
-0.990049675,92286002
-0.990049675,70516870
1.095315946,46215509
1.095315946,91765662
-0.990049675,42828324
-0.990049675,70028308
-0.990049675,72271191
1.095315946,11952760
1.095315946,34181662
-0.990049675,8374934
-0.990049675,27061644
-0.990049675,85601709
-0.990049675,77469289
5.437685231,39013427
-0.990049675,18506846
-0.990049675,16890498
-0.990049675,52399983
1.095315946,6061567
-0.990049675,33475200
1.095315946,32493825
-0.990049675,39682739
-0.990049675,28512135
-0.990049675,91256109
1.095315946,84751772
-0.990049675,72736765
-0.990049675,30680397
-0.990049675,48216356
-0.990049675,45905722
-0.990049675,3090206
1.095315946,55444436
-0.990049675,49943506
-0.990049675,10014243
-0.990049675,78166589
-0.990049675,15991007
-0.990049675,4300407
-0.990049675,34043142
-0.990049675,36047294
0.230415029,84557433
1.095315946,75553245
1.095315946,67514514
-0.990049675,37126292
-0.990049675,30003602
-0.990049675,2378719
5.437685231,63507501
-0.990049675,84958922
-0.990049675,5943750
1.095315946,54424456
1.095315946,8714757
-0.990049675,91395655
-0.990049675,22265707
-0.990049675,60565915
1.095315946,83286951
5.508139685,70156032
3.35231961,28023772
-0.990049675,1564217
5.437685231,55138789
-0.990049675,27988728
-0.990049675,28504315
-0.990049675,41448109
1.095315946,64010485
1.095315946,5027021
-0.990049675,76738728
1.095315946,35377602
-0.990049675,59105977
1.095315946,95967282
1.095315946,83695846
1.095315946,1325193
-0.990049675,74196193
1.095315946,32618576
1.095315946,82441992
1.095315946,53081863
1.095315946,88519719
-0.990049675,14653608
-0.990049675,66451359
1.095315946,52765669
1.095315946,53691108
1.095315946,29619690
-0.990049675,49760558
-0.990049675,48351503
-0.990049675,83336843
-0.990049675,34252427
-0.990049675,85414100
-0.990049675,8149788
1.095315946,17096337
1.095315946,74902428
-0.990049675,70894455
-0.990049675,88578699
-0.990049675,99985143
1.095315946,58128530
-0.990049675,88099744
5.508139685,30526346
1.095315946,54963044
-0.990049675,7348328
-0.990049675,52317596
-0.990049675,89083753
5.508139685,23981266
-0.990049675,98411190
1.095315946,42713256
1.095315946,34039219
-0.990049675,93870417
-0.990049675,73733011
1.095315946,2006783
-0.990049675,85374711
-0.990049675,28205671
-0.990049675,68545328
1.095315946,40653680
-0.990049675,67516350
-0.990049675,62351210
1.095315946,14245476
-0.990049675,88970925
-0.990049675,77003456
-0.990049675,93977767
1.095315946,61151403
-0.990049675,83571230
-0.990049675,2559111
-0.990049675,28292101
1.095315946,91255001
1.095315946,44048824
-0.990049675,30935504
-0.990049675,64424308
-0.990049675,12889934
-0.990049675,80985402
1.095315946,99102897
-0.990049675,69102129
-0.990049675,96130081
0.230415029,50478084
-0.990049675,29888248
-0.990049675,58167766
-0.990049675,91665358
-0.990049675,56350229
-0.990049675,98725847
-0.990049675,18825160
-0.990049675,17370477
-0.990049675,1292174
-0.990049675,41880070
-0.990049675,65061881
-0.990049675,9774113
-0.990049675,25728419
-0.990049675,51667116
1.095315946,43878591
5.508139685,31814000
-0.990049675,83229327
1.095315946,85732063
-0.990049675,9000305
5.508139685,60488343
0.230415029,68528569
1.095315946,90955426
-0.990049675,88927527
-0.990049675,98758891
1.095315946,79609446
-0.990049675,20371548
-0.990049675,86441948
-0.990049675,72467229
-0.990049675,29035029
-0.990049675,68361900
-0.990049675,63180148
-0.990049675,47677886
-0.990049675,7416055
1.095315946,79416747
-0.990049675,80229974
-0.990049675,9998856
-0.990049675,47558636
-0.990049675,71119606
-0.990049675,91073200
1.095315946,83322186
1.095315946,80068603
-0.990049675,61007973
1.095315946,28330077
-0.990049675,79693925
-0.990049675,73537342
1.095315946,87429333
-0.990049675,65006452
-0.990049675,21730809
1.095315946,54610964
1.095315946,32459577
1.095315946,68644020
-0.990049675,65750486
-0.990049675,41369918
1.095315946,16073058
-0.990049675,59486044
-0.990049675,88644999
-0.990049675,5687222
1.095315946,78850891
-0.990049675,31223791
-0.990049675,77719524
-0.990049675,51787739
1.095315946,82346329
-0.990049675,79695737
1.095315946,29998629
-0.990049675,51648817
1.095315946,39914557
-0.990049675,40010081
-0.990049675,91467621
1.095315946,25568126
1.095315946,18239416
1.095315946,17903234
-0.990049675,79444495
-0.990049675,15260495
-0.990049675,35268526
-0.990049675,50364979
-0.990049675,61604320
5.437685231,10101063
-0.990049675,73927069
-0.990049675,16128934
1.095315946,24905857
-0.990049675,9278908
1.095315946,69818077
-0.990049675,84722523
-0.990049675,68737674
-0.990049675,19050368
-0.990049675,37666510
-0.990049675,32927869
-0.990049675,92010257
0.230415029,23876570
1.095315946,5959506
5.508139685,93534584
5.508139685,24677159
-0.990049675,29099539
-0.990049675,78939186
-0.990049675,87808321
-0.990049675,41072484
-0.990049675,87179416
-0.990049675,2399072
-0.990049675,42691137
-0.990049675,96003314
-0.990049675,87912217
1.095315946,27653119
-0.990049675,20984275
1.095315946,60763867
-0.990049675,44587556
5.508139685,91258608
-0.990049675,99433553
-0.990049675,51567767
-0.990049675,76612611
1.095315946,84350332
-0.990049675,73088730
-0.990049675,42423813
-0.990049675,92996992
5.437685231,65606033
1.095315946,67892139
1.095315946,7249174
-0.990049675,12220794
-0.990049675,47937277
-0.990049675,68892346
-0.990049675,41000015
1.095315946,84583100
-0.990049675,91264443
-0.990049675,89029453
0.230415029,83896216
-0.990049675,69087424
-0.990049675,70854282
-0.990049675,77301783
-0.990049675,49205993
-0.990049675,88261795
-0.990049675,28781323
-0.990049675,79187835
0.230415029,46654414
-0.990049675,56684372
-0.990049675,80673909
-0.990049675,28002653
-0.990049675,49844774
-0.990049675,81911646
-0.990049675,61145372
-0.990049675,25773481
1.095315946,62181659
3.422774064,71141416
-0.990049675,13045408
1.095315946,34820857
-0.990049675,86040808
-0.990049675,22288599
1.095315946,4554043
1.095315946,34964336
-0.990049675,97899622
-0.990049675,65025842
-0.990049675,65976045
-0.990049675,72284029
1.095315946,83413453
5.437685231,14849385
1.095315946,7498134
5.508139685,77271939
5.508139685,77739198
-0.990049675,85456167
-0.990049675,91551624
1.095315946,35988181
5.437685231,88334507
-0.990049675,80678702
-0.990049675,76526433
-0.990049675,41012723
1.095315946,47085845
-0.990049675,29814618
-0.990049675,90200445
-0.990049675,91500167
1.095315946,67616562
1.095315946,83239743
-0.990049675,56780534
-0.990049675,38534550
1.095315946,70463094
-0.990049675,40058036
-0.990049675,1624522
-0.990049675,39279408
-0.990049675,50318529
-0.990049675,32915049
3.422774064,98476817
-0.990049675,54494159
-0.990049675,82217205
-0.990049675,93064737
1.095315946,5874004
-0.990049675,2978593
1.095315946,19599146
-0.990049675,61842565
-0.990049675,55143645
1.095315946,10657667
-0.990049675,99971126
1.095315946,50463007
-0.990049675,37013940
1.095315946,61388898
1.095315946,20280755
5.508139685,84908510
-0.990049675,70288876
1.095315946,47834885
1.095315946,93819318
1.095315946,57608235
-0.990049675,8504846
-0.990049675,58116701
1.095315946,42192230
1.095315946,43989197
1.095315946,81408768
1.095315946,60816681
-0.990049675,1600011
-0.990049675,88563933
-0.990049675,25011267
1.095315946,50028015
5.508139685,3814558
-0.990049675,79178708
-0.990049675,62770983
-0.990049675,26937403
-0.990049675,68500059
-0.990049675,15421409
1.095315946,63863468
-0.990049675,62007121
-0.990049675,23663280
-0.990049675,94919712
-0.990049675,86792754
1.095315946,40730133
-0.990049675,63626401
1.095315946,51788707
-0.990049675,7963956
1.095315946,2901824
1.095315946,89120290
-0.990049675,34492760
-0.990049675,97726013
5.437685231,33687804
1.095315946,84359327
-0.990049675,22141062
-0.990049675,68789461
5.508139685,70062826
1.095315946,98031329
-0.990049675,33454973
-0.990049675,48847370
-0.990049675,39578850
1.095315946,80780217
1.095315946,91994511
1.095315946,60224548
1.095315946,17559180
-0.990049675,30234671
1.095315946,3521714
1.095315946,6275749
1.095315946,86099942
-0.990049675,34730839
1.095315946,12513121
-0.990049675,28132548
1.095315946,59169457
5.437685231,31615634
1.095315946,75591887
1.095315946,996458
-0.990049675,24205221
1.095315946,82497885
-0.990049675,29069866
5.437685231,66503878
1.095315946,57946721
1.095315946,49538483
1.095315946,18093201
1.095315946,75340483
-0.990049675,95425601
1.095315946,43424286
1.095315946,79954388
-0.990049675,84405978
5.508139685,91273854
-0.990049675,3853085
-0.990049675,40376118
-0.990049675,34048542
-0.990049675,85177864
1.095315946,54750889
5.437685231,27651957
-0.990049675,16125217
-0.990049675,60243309
5.508139685,5431706
1.095315946,51000718
-0.990049675,93483132
-0.990049675,62907486
-0.990049675,53176473
1.095315946,95686459
-0.990049675,27865461
-0.990049675,542005
5.437685231,52259128
-0.990049675,76351099
1.095315946,98004623
5.508139685,68810307
-0.990049675,45703275
1.095315946,32524515
1.095315946,80126665
1.095315946,11681577
-0.990049675,1110916
-0.990049675,12969374
1.095315946,93944304
-0.990049675,43553740
-0.990049675,89689815
-0.990049675,53466241
-0.990049675,24797000
-0.990049675,14192116
1.095315946,73064510
-0.990049675,7084076
-0.990049675,41068251
-0.990049675,67105658
5.508139685,41161780
-0.990049675,34868542
1.095315946,34020250
1.095315946,10797509
1.095315946,50259787
1.095315946,62414441
-0.990049675,96464048
-0.990049675,84147877
-0.990049675,25920273
-0.990049675,55423836
-0.990049675,34100282
1.095315946,43747747
1.095315946,51768250
-0.990049675,68408489
-0.990049675,95345498
-0.990049675,18188989
-0.990049675,4823927
-0.990049675,37444281
1.095315946,86374348
-0.990049675,50260247
1.095315946,32411913
-0.990049675,85806860
-0.990049675,13891207
-0.990049675,97539632
-0.990049675,68465266
-0.990049675,60377068
-0.990049675,1233737
5.437685231,93592284
-0.990049675,81970562
-0.990049675,78817302
-0.990049675,95255720
-0.990049675,10195170
-0.990049675,43705530
1.095315946,23458292
-0.990049675,52079682
1.095315946,86173189
-0.990049675,95930833
-0.990049675,42007100
-0.990049675,63303003
1.095315946,51127996
-0.990049675,13652386
-0.990049675,97622904
1.095315946,84755686
1.095315946,93886402
-0.990049675,40814480
-0.990049675,30915038
-0.990049675,31967624
-0.990049675,80632260
-0.990049675,86884251
-0.990049675,99883853
1.095315946,26052548
1.095315946,12342246
-0.990049675,49234493
5.508139685,79789151
-0.990049675,18195479
-0.990049675,96484420
1.095315946,64008010
-0.990049675,85967262
-0.990049675,18567184
-0.990049675,12536695
-0.990049675,97951506
1.095315946,35662093
1.095315946,63799523
-0.990049675,31264060
-0.990049675,49273806
1.095315946,50700813
-0.990049675,4740835
-0.990049675,54272717
-0.990049675,78958579
1.095315946,27259056
-0.990049675,67015554
-0.990049675,56167382
-0.990049675,51485823
-0.990049675,61944291
-0.990049675,38967830
1.095315946,11194050
1.095315946,79572571
1.095315946,68378303
1.095315946,28868505
0.230415029,59918180
-0.990049675,81390001
1.095315946,29074755
1.095315946,43697896
-0.990049675,3968745
1.095315946,91197165
-0.990049675,19223673
-0.990049675,6039906
1.095315946,57670200
1.095315946,48802499
-0.990049675,26500824
-0.990049675,16443464
-0.990049675,93766713
-0.990049675,33538282
-0.990049675,55964786
-0.990049675,5199012
-0.990049675,32752731
-0.990049675,17321926
-0.990049675,86225542
-0.990049675,66993868
-0.990049675,32572644
-0.990049675,43383719
-0.990049675,94562909
1.095315946,728935
-0.990049675,70957277
-0.990049675,67172035
1.095315946,83737701
-0.990049675,13453887
-0.990049675,65673213
-0.990049675,23709338
-0.990049675,93819406
-0.990049675,30771457
-0.990049675,64987490
1.095315946,92002835
-0.990049675,70956471
-0.990049675,37490320
-0.990049675,66219452
1.095315946,37781127
-0.990049675,79765923
-0.990049675,13195806
-0.990049675,1882972
-0.990049675,71435603
-0.990049675,71743600
-0.990049675,2268679
-0.990049675,25213922
1.095315946,94825147
5.508139685,75086533
-0.990049675,47849112
1.095315946,12813437
1.095315946,38432201
1.095315946,19870208
-0.990049675,35253199
1.095315946,82271409
1.095315946,75444790
-0.990049675,67586624
-0.990049675,78188538
1.095315946,44084960
-0.990049675,57166771
-0.990049675,38266237
-0.990049675,29019610
-0.990049675,60297163
-0.990049675,69454906
1.095315946,5482551
1.095315946,78497437
1.095315946,43611518
1.095315946,92983070
-0.990049675,40299937
-0.990049675,79826100
1.095315946,45802243
-0.990049675,61406404
-0.990049675,66113727
1.095315946,56549607
0.230415029,85520003
1.095315946,79696233
-0.990049675,57978753
1.095315946,66020686
-0.990049675,65331338
-0.990049675,65809243
-0.990049675,46615072
-0.990049675,15968613
1.095315946,99361630
1.095315946,56353563
-0.990049675,84064977
-0.990049675,78747242
-0.990049675,49122641
1.095315946,930375
1.095315946,39388567
1.095315946,90241560
1.095315946,10960021
-0.990049675,21741226
1.095315946,54460582
5.437685231,84012021
-0.990049675,75354103
1.095315946,52644406
1.095315946,24668312
1.095315946,66717692
-0.990049675,46918682
-0.990049675,42128854
-0.990049675,33561761
-0.990049675,35004765
-0.990049675,91400198
-0.990049675,64973609
1.095315946,74690241
1.095315946,61692507
-0.990049675,40524030
-0.990049675,93553989
-0.990049675,23200331
-0.990049675,27237012
1.095315946,49223022
-0.990049675,41208402
-0.990049675,47072993
1.095315946,95420265
-0.990049675,27337909
-0.990049675,11718194
-0.990049675,81308006
-0.990049675,38099384
-0.990049675,10383813
-0.990049675,1957604
1.095315946,75863057
1.095315946,8569228
-0.990049675,43007417
1.095315946,99634169
-0.990049675,76489983
-0.990049675,39638966
-0.990049675,84839449
-0.990049675,28430303
-0.990049675,49642719
1.095315946,84110622
-0.990049675,64772975
-0.990049675,39247806
-0.990049675,62880309
5.437685231,68601006
-0.990049675,47102117
-0.990049675,20201284
-0.990049675,19430510
-0.990049675,61764572
-0.990049675,59071209
-0.990049675,76330042
1.095315946,65619224
1.095315946,8676875
1.095315946,12193304
1.095315946,69506633
-0.990049675,64202579
-0.990049675,57139250
1.095315946,69973770
-0.990049675,63474179
-0.990049675,54602013
-0.990049675,60556818
1.095315946,91727434
-0.990049675,31537471
-0.990049675,14582177
1.095315946,89392014
-0.990049675,4303207
1.095315946,49499633
-0.990049675,7906718
-0.990049675,1049443
-0.990049675,20684061
-0.990049675,26886839
-0.990049675,58588480
1.095315946,20035335
-0.990049675,43423844
1.095315946,81846422
1.095315946,60609370
-0.990049675,42009486
-0.990049675,47185882
-0.990049675,91834968
5.508139685,24543992
1.095315946,36808645
1.095315946,8254650
-0.990049675,65462553
1.095315946,90398226
-0.990049675,55104393
1.095315946,73129777
-0.990049675,14816686
-0.990049675,46665629
1.095315946,8905211
1.095315946,49574151
-0.990049675,56095810
-0.990049675,81931694
-0.990049675,36325058
1.095315946,994399
-0.990049675,6555106
-0.990049675,60494191
-0.990049675,8244869
1.095315946,29086525
-0.990049675,21471457
-0.990049675,94717763
1.095315946,23265018
-0.990049675,62105923
-0.990049675,89711967
5.437685231,39412158
-0.990049675,83940906
1.095315946,10235701
-0.990049675,74699207
-0.990049675,60849645
-0.990049675,67059704
-0.990049675,16685987
1.095315946,45661886
-0.990049675,14543788
-0.990049675,55313598
-0.990049675,31971052
5.437685231,69227191
-0.990049675,78339259
-0.990049675,30895026
-0.990049675,23955691
-0.990049675,26341882
4.643238768,15670143
-0.990049675,34996404
-0.990049675,94958527
-0.990049675,89908571
-0.990049675,36137330
-0.990049675,63119141
1.095315946,52946560
-0.990049675,22868003
1.095315946,70106039
-0.990049675,95730262
-0.990049675,10686995
-0.990049675,2343112
-0.990049675,47311304
-0.990049675,33193762
5.508139685,29523605
-0.990049675,30733453
-0.990049675,38817711
-0.990049675,46827239
-0.990049675,12187042
-0.990049675,24381341
1.095315946,29868242
-0.990049675,49273784
-0.990049675,87920026
-0.990049675,59582538
-0.990049675,16299892
1.095315946,57502582
-0.990049675,65840569
-0.990049675,72384824
5.437685231,18614
1.095315946,12755969
1.095315946,96024919
-0.990049675,10527881
-0.990049675,15133373
5.508139685,89420849
1.095315946,61493980
1.095315946,10431742
1.095315946,33728525
-0.990049675,52920870
1.095315946,29276131
-0.990049675,79525776
-0.990049675,86068237
-0.990049675,71891433
-0.990049675,67933170
-0.990049675,36686098
-0.990049675,13860687
-0.990049675,65708562
-0.990049675,36360896
1.095315946,79865837
1.095315946,6032024
-0.990049675,84553672
-0.990049675,41900594
-0.990049675,97152668
1.095315946,2075355
0.230415029,82167782
-0.990049675,17523116
1.095315946,81294859
-0.990049675,56114827
-0.990049675,84087257
-0.990049675,1539126
1.095315946,72029697
-0.990049675,27653987
1.095315946,92217328
1.095315946,19673912
-0.990049675,60099744
1.095315946,30368487
-0.990049675,11036817
-0.990049675,44766989
1.095315946,25553766
1.095315946,52770198
-0.990049675,44742676
-0.990049675,89097148
-0.990049675,53840171
1.095315946,42684193
-0.990049675,267748
-0.990049675,56794283
-0.990049675,69250981
1.095315946,54152967
1.095315946,25491174
-0.990049675,89369463
5.508139685,45687627
-0.990049675,61787531
-0.990049675,58458593
1.095315946,64065996
1.095315946,33622337
1.095315946,6130040
-0.990049675,99652929
-0.990049675,56928118
1.095315946,73980444
1.095315946,90325645
1.095315946,40438924
-0.990049675,57048098
-0.990049675,39267984
-0.990049675,7231146
-0.990049675,3256557
1.095315946,62353876
-0.990049675,33743677
1.095315946,93358282
-0.990049675,70869544
1.095315946,57241961
5.437685231,21744032
1.095315946,1442717
1.095315946,87466397
-0.990049675,42811724
1.095315946,32238703
-0.990049675,85358304
-0.990049675,60627735
1.095315946,22000186
-0.990049675,70987675
-0.990049675,73983447
5.437685231,68650179
1.095315946,88240614
1.095315946,70103701
1.095315946,80312553
5.508139685,54805955
-0.990049675,88705755
-0.990049675,97029531
-0.990049675,98835047
1.095315946,73168211
5.508139685,54117233
1.095315946,32976144
-0.990049675,31304246
-0.990049675,64363928
1.095315946,12190938
1.095315946,23338908
1.095315946,72144455
-0.990049675,17840856
1.095315946,57281140
-0.990049675,42032761
1.095315946,22102915
1.095315946,9084792
-0.990049675,14316109
-0.990049675,37406132
1.095315946,1444672
-0.990049675,92672959
-0.990049675,71244986
1.095315946,50132653
1.095315946,57734440
5.508139685,52744472
-0.990049675,34952873
-0.990049675,74636156
